learning_rate,max_depth,subsample,n_estimators,reg_lambda,colsample_bytree,LOO-train-RMSE,LOO-train-R2,LOO-val-RMSE,LOO-val-R2,test-RMSE,test-R2
0.01,8,0.6,300,3,0.6,5.66902621,0.818858723,5.768358157,,5.495897982,0.774408503
0.01,8,0.9,200,1,0.8,4.63294954,0.87901797,5.53520373,,5.497039873,0.77431475
0.01,8,0.9,300,5,0.8,5.167222767,0.849504549,5.593508453,,5.497169747,0.774304086
0.01,6,0.6,300,3,0.6,5.700106565,0.816865117,5.786466522,,5.497376999,0.774287068
0.01,5,0.7,300,5,0.8,5.735527978,0.814586033,5.741322509,,5.499477643,0.774114537
0.01,8,0.7,400,10,1,5.511726676,0.828771529,5.594225366,,5.504817937,0.77367563
0.01,6,0.7,300,3,0.6,5.463577434,0.831748911,5.715572539,,5.506292704,0.773554347
0.01,6,0.7,400,10,1,5.538268098,0.827118718,5.616541912,,5.506523894,0.773535331
0.01,7,0.7,400,10,1,5.517448352,0.828415766,5.596820157,,5.509038196,0.773328474
0.01,7,0.6,200,1,0.8,5.304818445,0.841392576,5.620508161,,5.509410795,0.773297812
0.01,7,0.9,300,5,0.8,5.180523131,0.848729061,5.591184847,,5.510718206,0.773190204
0.01,6,0.9,300,5,1,4.803730335,0.869936999,5.501804983,,5.514838908,0.772850878
0.01,6,0.9,300,3,0.6,5.099664693,0.853412188,5.657957807,,5.515471684,0.772798748
0.01,6,0.6,200,1,1,4.757479633,0.872435285,5.279836524,,5.516618471,0.772704258
0.01,7,0.9,300,3,0.6,5.040062406,0.856819336,5.641027782,,5.520512378,0.772383272
0.01,4,0.9,400,10,0.8,5.731516176,0.814839479,5.744074078,,5.52434442,0.772067163
0.01,3,0.6,400,3,0.6,5.568125631,0.825242684,5.630807593,,5.5313775,0.771486428
0.01,6,0.9,200,1,0.8,4.841155649,0.867897098,5.569123581,,5.532643521,0.771381812
0.01,3,0.7,400,1,0.8,4.491875237,0.886263946,5.183607437,,5.532830066,0.771366395
0.01,8,0.9,300,3,0.6,5.020055972,0.857952795,5.635443976,,5.540109684,0.770764367
0.01,4,0.8,400,10,0.8,5.897757266,0.803942493,5.796080136,,5.540136903,0.770762114
0.01,8,0.6,200,1,0.8,5.279809743,0.842883309,5.616655601,,5.543573232,0.770477652
0.01,5,0.9,400,10,0.6,6.01587741,0.796015475,5.983867433,,5.547092082,0.770186175
0.01,3,0.7,400,1,0.6,4.774412956,0.871506015,5.387021068,,5.554019243,0.769611837
0.01,5,0.8,400,10,1,5.366603696,0.837668658,5.61999854,,5.568453548,0.768412773
0.01,5,0.9,400,10,1,5.193058029,0.847995183,5.647952125,,5.568767845,0.768386629
0.01,3,0.6,400,3,0.8,5.217746256,0.846543826,5.412109134,,5.572358689,0.768087836
0.01,5,0.7,400,10,1,5.613412801,0.822395844,5.651293747,,5.572909653,0.768041973
0.01,7,0.6,300,5,0.8,5.905182725,0.8034545,5.795511115,,5.573888233,0.767960504
0.01,3,0.9,400,1,0.8,4.454968317,0.888124106,5.221923956,,5.581228554,0.767348951
0.01,5,0.8,300,5,1,5.113826412,0.852603821,5.574815644,,5.583696616,0.767143145
0.01,8,0.6,300,5,0.8,5.901636196,0.803690228,5.796623526,,5.590071145,0.766611168
0.01,3,0.7,400,3,0.8,5.133096963,0.851482933,5.421542666,,5.590417973,0.766582206
0.01,4,0.7,400,10,0.8,6.142944823,0.787307826,5.879419173,,5.590610207,0.766566153
0.01,6,0.6,300,5,0.8,5.923051482,0.80226388,5.788412703,,5.596338406,0.76608755
0.01,5,0.8,200,1,0.8,5.212358642,0.846866378,5.677499207,,5.600689295,0.765723697
0.01,5,0.6,300,5,0.8,5.992071832,0.797631072,5.820328112,,5.602894757,0.765539152
0.01,5,0.7,300,5,1,5.325448518,0.84015006,5.582336654,,5.60483718,0.765376558
0.01,3,0.8,400,1,0.8,4.458315713,0.887956651,5.151010781,,5.610770594,0.764879539
0.01,4,0.6,300,3,0.6,6.024720713,0.795414265,5.926340986,,5.61176463,0.764796221
0.01,3,0.9,400,1,1,4.323795177,0.894619426,5.189461567,,5.633714932,0.762952633
0.01,3,0.7,400,3,0.6,5.470751714,0.831303581,5.613584419,,5.634122443,0.762918338
0.01,4,0.7,300,3,0.6,5.841456734,0.807672146,5.885465502,,5.635826084,0.762774939
0.01,6,0.6,400,10,0.8,6.263383553,0.778889032,5.982258538,,5.637004096,0.762675758
0.01,8,0.6,300,5,1,5.446663584,0.832794866,5.543339518,,5.637571069,0.762628016
0.01,7,0.6,400,10,0.8,6.256402249,0.779381745,5.980919636,,5.637733874,0.762614305
0.01,4,0.8,300,5,0.8,5.778325352,0.811808175,5.80783731,,5.6384074,0.762557582
0.01,3,0.6,400,1,1,4.323016858,0.894656312,5.032113224,,5.638523507,0.762547803
0.01,7,0.6,300,5,1,5.454760196,0.832297154,5.532825928,,5.641119817,0.762329079
0.01,3,0.8,400,3,0.8,5.069433045,0.855143567,5.410635788,,5.645540568,0.761956424
0.01,8,0.6,400,10,0.8,6.255239134,0.779463891,5.979077991,,5.645948615,0.761922012
0.01,4,0.8,300,3,0.6,5.654909997,0.819755556,5.871250993,,5.645952744,0.761921664
0.01,5,0.6,400,10,0.8,6.301960969,0.776157284,5.988877208,,5.64879946,0.761681523
0.01,5,0.6,200,1,0.8,5.580630173,0.824467408,5.725335245,,5.652299075,0.761386139
0.01,3,0.9,400,1,0.6,4.687032442,0.876162938,5.399552553,,5.655587563,0.761108409
0.01,8,0.6,400,10,1,5.842977789,0.807573797,5.703792973,,5.655855514,0.761085772
0.01,4,0.9,400,10,0.6,6.153890854,0.78654889,6.029831643,,5.656038669,0.761070298
0.01,7,0.6,400,10,1,5.845824652,0.807386245,5.706073023,,5.658725385,0.760843253
0.01,6,0.6,300,5,1,5.485150434,0.830423026,5.548799204,,5.660266055,0.760713007
0.01,3,0.8,400,1,0.6,4.712813772,0.874797711,5.3550826,,5.660707648,0.760675669
0.01,3,0.7,400,1,1,4.30796165,0.895389164,5.064194648,,5.666632206,0.760174448
0.01,5,0.8,400,10,0.6,6.216550463,0.782180683,6.059558545,,5.667848274,0.760071503
0.01,5,0.9,200,1,0.8,5.091783417,0.853865944,5.707833566,,5.671329195,0.759776708
0.01,5,0.9,300,5,1,4.985757682,0.859893145,5.59157112,,5.674350274,0.759520709
0.01,5,0.7,200,1,0.8,5.38354198,0.836643291,5.680657503,,5.676672293,0.759323854
0.01,7,0.9,400,10,0.6,5.948622949,0.800551591,5.940024763,,5.677572453,0.759247519
0.01,4,0.9,300,3,0.6,5.536012361,0.827252833,5.907977416,,5.67842377,0.759175315
0.01,3,0.7,400,5,0.8,5.579861868,0.824506494,5.547803866,,5.678514339,0.759167633
0.01,8,0.8,400,10,0.6,6.157173369,0.786322697,6.017964054,,5.678897358,0.759135143
0.01,6,0.8,400,10,0.6,6.170909377,0.785368011,6.02558468,,5.679003538,0.759126136
0.01,4,0.7,300,5,0.8,5.982924013,0.798247347,5.826440931,,5.679980041,0.759043293
0.01,7,0.8,400,10,0.6,6.15917943,0.786183566,6.024343993,,5.68010511,0.759032681
0.01,6,0.6,400,10,1,5.858652193,0.806539884,5.714868804,,5.680366408,0.75901051
0.01,6,0.9,400,10,0.6,5.963907727,0.799524922,5.953162865,,5.680787171,0.758974807
0.01,4,0.9,400,10,1,5.484700215,0.830439849,5.680403584,,5.681886301,0.75888153
0.01,3,0.9,400,3,0.8,5.053035867,0.856077929,5.489397729,,5.683377893,0.758754918
0.01,8,0.9,400,10,0.6,5.945706481,0.800747058,5.939631336,,5.684413629,0.758666981
0.01,4,0.7,300,3,1,5.024385592,0.857712557,5.545692742,,5.687863821,0.758373935
0.01,3,0.8,400,3,0.6,5.362800474,0.837891176,5.57170115,,5.697331272,0.757568893
0.01,6,0.8,300,5,0.6,5.96408741,0.799517794,5.962663337,,5.69841934,0.757476285
0.01,4,0.9,300,5,0.8,5.655588017,0.819712788,5.812732731,,5.69855121,0.757465061
0.01,4,0.9,300,3,1,4.800607579,0.870088997,5.627566872,,5.70100441,0.757256195
0.01,3,0.8,400,5,0.8,5.467557652,0.831500107,5.518483884,,5.705169949,0.756901336
0.01,4,0.8,400,10,0.6,6.33778651,0.773602993,6.102157793,,5.708012302,0.756659049
0.01,4,0.6,300,3,1,5.190629276,0.848141939,5.554821884,,5.708812872,0.756590785
0.01,5,0.8,300,5,0.6,6.045636287,0.793996807,6.01158519,,5.709911554,0.756497086
0.01,4,0.8,300,3,1,4.881663128,0.86567787,5.53771629,,5.710844419,0.756417514
0.01,5,0.6,300,5,1,5.588899879,0.823945708,5.612784374,,5.713280827,0.756209631
0.01,5,0.7,400,10,0.6,6.479147325,0.76339105,6.145304859,,5.715547566,0.756016146
0.01,6,0.7,400,10,0.6,6.44533103,0.765855707,6.121597871,,5.717116757,0.755882157
0.01,3,0.6,400,5,0.6,6.097470476,0.790440105,5.871628313,,5.717681737,0.755833906
0.01,8,0.7,400,10,0.6,6.437754117,0.76640694,6.12240653,,5.720228947,0.755616307
0.01,7,0.7,400,10,0.6,6.438781276,0.766332234,6.120844838,,5.720669437,0.755578667
0.01,5,0.8,200,1,1,4.708045716,0.875070253,5.457409889,,5.727794797,0.754969412
0.01,4,0.6,400,10,0.8,6.435204148,0.766590726,6.052907562,,5.733361825,0.754492874
0.01,3,0.9,400,3,0.6,5.308155049,0.841175763,5.603284318,,5.734746415,0.754374282
0.01,8,0.8,300,5,0.6,5.936028741,0.801400475,5.953307992,,5.738085555,0.75408816
0.01,3,0.6,400,5,0.8,5.718019128,0.815708164,5.615942244,,5.739987444,0.753925118
0.01,3,0.7,400,5,0.6,5.929956579,0.801797016,5.833920534,,5.740294004,0.753898833
0.01,5,0.6,400,10,1,5.916694689,0.802687344,5.741576445,,5.741047468,0.753834222
0.01,5,0.7,200,1,1,4.858261091,0.866973632,5.46000847,,5.74337946,0.753634199
0.01,4,0.8,400,10,1,5.630122224,0.821333391,5.691570473,,5.744869843,0.75350632
0.01,5,0.9,300,5,0.6,5.887764553,0.804611716,5.953077766,,5.744996184,0.753495478
0.01,7,0.8,300,5,0.6,5.940679798,0.801089275,5.948299579,,5.747585876,0.753273193
0.01,3,0.8,400,1,1,4.289204373,0.89629676,5.058736436,,5.747923089,0.753244241
0.01,4,0.6,300,5,0.8,6.206024613,0.782925697,5.937025178,,5.75095451,0.752983897
0.01,4,0.7,400,10,0.6,6.587251854,0.755430702,6.214022076,,5.767456063,0.751564308
0.01,5,0.7,300,5,0.6,6.280364528,0.777690651,6.071630459,,5.771327985,0.751230626
0.01,5,0.6,200,1,1,5.038478685,0.856920321,5.419641241,,5.773490619,0.751044153
0.01,5,0.9,200,1,1,4.588667254,0.881321108,5.502857281,,5.775786559,0.75084611
0.01,4,0.7,400,10,1,5.825947139,0.808691888,5.755717876,,5.782883161,0.750233472
0.01,3,0.6,400,3,1,4.978143997,0.860311478,5.363254615,,5.783078668,0.750216584
0.01,3,0.9,400,5,0.8,5.42047594,0.834387551,5.580701551,,5.784511376,0.750092805
0.01,3,0.8,400,5,0.6,5.789094431,0.811101007,5.730704218,,5.793886879,0.749282052
0.01,5,0.6,300,5,0.6,6.532899445,0.759456151,6.182150325,,5.813114836,0.747615194
0.01,3,0.6,300,1,0.8,5.293688437,0.842044933,5.536950911,,5.816697472,0.747304008
0.01,6,0.7,300,5,0.6,6.215574326,0.782254681,6.03256168,,5.816973409,0.747280032
0.01,3,0.9,400,3,1,4.898012524,0.864776588,5.520401809,,5.819199093,0.747086604
0.01,7,0.7,300,5,0.6,6.199378275,0.783388387,6.026079541,,5.819742497,0.747039367
0.01,8,0.7,300,5,0.6,6.196757585,0.783571692,6.02468638,,5.820852583,0.746942856
0.01,8,0.9,200,3,1,5.376324688,0.83709651,5.751702965,,5.82761607,0.746354439
0.01,3,0.7,400,3,1,4.923179152,0.863382216,5.370334056,,5.828686221,0.746261275
0.01,6,0.9,300,5,0.6,5.792409369,0.810888841,5.931124044,,5.841082626,0.745180828
0.01,7,0.9,200,3,1,5.412098075,0.834920115,5.758741334,,5.845074349,0.744832428
0.01,4,0.8,300,5,1,5.473803514,0.831121933,5.731195478,,5.853007399,0.744139322
0.01,3,0.8,400,3,1,4.879003293,0.86582119,5.394830812,,5.856701878,0.743816216
0.01,4,0.6,400,10,1,6.106623133,0.789818859,5.870483143,,5.862441471,0.743313847
0.01,3,0.6,300,1,0.6,5.673583874,0.818558165,5.764400186,,5.863415366,0.743228557
0.01,4,0.8,300,5,0.6,6.245122702,0.780175721,6.095282452,,5.863879,0.743187948
0.01,6,0.6,400,10,0.6,6.77993828,0.740918468,6.306708048,,5.864899337,0.743098568
0.01,8,0.6,400,10,0.6,6.774564508,0.741329536,6.304289473,,5.868147498,0.742813929
0.01,7,0.6,400,10,0.6,6.775204042,0.741280397,6.305373246,,5.870950724,0.742568154
0.01,8,0.9,300,5,0.6,5.755353193,0.813300168,5.919846148,,5.878332635,0.741920377
0.01,5,0.6,400,10,0.6,6.801635607,0.739257579,6.317361587,,5.878930614,0.741867867
0.01,4,0.7,300,5,1,5.651003607,0.820009877,5.744570868,,5.880409025,0.741738023
0.01,6,0.6,300,5,0.6,6.487547924,0.762784583,6.15123636,,5.882245998,0.741576641
0.01,8,0.6,300,5,0.6,6.473851856,0.763785306,6.150941092,,5.882493522,0.741554892
0.01,4,0.6,300,5,0.6,6.695159998,0.747357723,6.243420822,,5.883907156,0.741430662
0.01,7,0.6,300,5,0.6,6.476370631,0.763601299,6.14973559,,5.884178165,0.741406842
0.01,7,0.9,300,5,0.6,5.762408908,0.812841685,5.919423058,,5.886350055,0.74121591
0.01,3,0.9,400,5,0.6,5.700002385,0.81686609,5.731896417,,5.889547469,0.740934695
0.01,4,0.7,300,5,0.6,6.459915288,0.764798779,6.159364182,,5.897784245,0.740209562
0.01,4,0.9,300,5,0.6,6.104589341,0.789953619,6.076368722,,5.901039681,0.739922686
0.01,3,0.9,300,1,0.8,5.160104447,0.84991343,5.618568379,,5.903424344,0.739712445
0.01,4,0.9,300,5,1,5.393690991,0.836022374,5.78574331,,5.904843275,0.739587306
0.01,3,0.7,300,1,0.8,5.242297766,0.845092763,5.562905768,,5.905840514,0.739499339
0.01,4,0.6,400,10,0.6,6.886858787,0.732681188,6.343570452,,5.913735006,0.738802437
0.01,7,0.8,200,3,1,5.580517169,0.824489155,5.700287881,,5.916524501,0.738555966
0.01,8,0.8,200,3,1,5.555063543,0.826087186,5.693152234,,5.917813085,0.738442072
0.01,3,0.8,300,1,0.8,5.174209771,0.849096117,5.527266135,,5.918142046,0.738412992
0.01,3,0.7,400,5,1,5.357471648,0.838213689,5.528886901,,5.919359438,0.738305361
0.01,6,0.8,200,1,0.6,5.611974211,0.822490277,6.067186186,,5.92921108,0.737433555
0.01,6,0.9,200,3,1,5.489866515,0.83014025,5.754557099,,5.929826812,0.737379019
0.01,3,0.8,400,5,1,5.28689252,0.84245016,5.515524021,,5.932898881,0.737106836
0.01,7,0.7,200,1,0.6,5.716821212,0.815798183,6.01671084,,5.938295831,0.736628329
0.01,3,0.6,400,5,1,5.476403207,0.830947149,5.535178343,,5.942106855,0.736290172
0.01,6,0.6,200,1,0.6,6.001136004,0.79701816,6.07852299,,5.945267503,0.736009559
0.01,6,0.9,200,3,0.8,6.026009939,0.795340773,5.975883964,,5.958614345,0.734822937
0.01,7,0.8,200,1,0.6,5.520759855,0.82821411,6.031005247,,5.966676298,0.734104887
0.01,6,0.8,200,3,1,5.64168363,0.820618333,5.722367146,,5.967142515,0.734063333
0.01,7,0.9,200,1,0.6,5.387127325,0.836429599,6.021752256,,5.969270618,0.733873613
0.01,3,0.7,300,1,0.6,5.59503902,0.823543139,5.792115932,,5.971828967,0.733645448
0.01,3,0.6,300,1,1,5.08812455,0.85407348,5.456156805,,5.977113858,0.733173808
0.01,4,0.6,300,5,1,5.859544223,0.806484101,5.753223228,,5.978165545,0.733079902
0.01,8,0.7,200,1,0.6,5.698793104,0.816959788,6.019748569,,5.981431633,0.732788166
0.01,3,0.9,300,1,1,5.057738906,0.855817443,5.608242128,,5.981971128,0.732739962
0.01,7,0.9,200,3,0.8,5.985868945,0.798059331,5.947486593,,5.982720835,0.732672967
0.01,6,0.7,200,1,0.6,5.785072178,0.81137058,6.038464636,,5.985946265,0.732384645
0.01,8,0.9,200,3,0.8,5.974670706,0.798814315,5.954392049,,5.996543455,0.731436263
0.01,3,0.8,300,3,0.8,5.817358669,0.809254738,5.763736773,,5.997878604,0.731316657
0.01,8,0.9,200,1,0.6,5.353741634,0.83845086,6.020638275,,5.998929719,0.731222476
0.01,3,0.9,400,5,1,5.277716421,0.842997804,5.599083792,,6.010769664,0.730160469
0.01,5,0.9,200,3,0.8,6.151347034,0.786737032,6.065168833,,6.012083848,0.730042462
0.01,5,0.8,200,1,0.6,5.800500221,0.810363791,6.148052473,,6.012170688,0.730034663
0.01,7,0.6,200,1,0.6,5.953612707,0.800222021,6.053659962,,6.015308528,0.729752792
0.01,8,0.7,200,3,1,5.797384029,0.810581649,5.737256465,,6.019466368,0.729379068
0.01,6,0.8,200,3,0.8,6.187690427,0.784209831,5.990886044,,6.020074007,0.729324429
0.01,6,0.9,200,1,0.6,5.503362492,0.829294535,6.059455273,,6.020777307,0.729261182
0.01,3,0.8,400,10,0.8,6.254631089,0.779498399,5.863560449,,6.023968164,0.728974136
0.01,8,0.8,200,1,0.6,5.492953221,0.829941997,6.024121882,,6.027254148,0.728678375
0.01,7,0.8,200,3,0.8,6.152531473,0.786656431,5.995554422,,6.030479196,0.728387941
0.01,3,0.7,300,3,0.8,5.92524405,0.802114096,5.79601389,,6.034188445,0.72805371
0.01,7,0.7,200,3,1,5.812981838,0.809560406,5.733926405,,6.034824971,0.727996333
0.01,5,0.9,300,10,0.8,6.457852783,0.764949755,6.110959814,,6.036441018,0.727850636
0.01,3,0.7,300,1,1,5.039562284,0.856848165,5.469656793,,6.040457833,0.727488324
0.01,6,0.7,200,3,1,5.863438995,0.806239109,5.774444184,,6.044643415,0.727110533
0.01,3,0.9,300,3,0.8,5.786421079,0.811278132,5.841146821,,6.045397089,0.727042478
0.01,3,0.6,300,3,0.8,6.055628297,0.793314866,5.816132104,,6.048252996,0.726784522
0.01,8,0.8,200,3,0.8,6.143137495,0.787308295,6.002144454,,6.050568259,0.726575309
0.01,3,0.9,400,10,0.8,6.131938904,0.788065461,5.834623951,,6.050887684,0.726546438
0.01,8,0.6,200,1,0.6,5.938081324,0.801263129,6.05996298,,6.051184421,0.726519617
0.01,3,0.9,300,1,0.6,5.429529229,0.833828645,5.785133849,,6.052024931,0.726443639
0.01,5,0.6,200,1,0.6,6.153061602,0.78660662,6.172545542,,6.054928307,0.726181106
0.01,5,0.7,200,1,0.6,5.968081704,0.799245262,6.140914263,,6.057890679,0.725913109
0.01,3,0.8,300,1,1,5.021695376,0.857863525,5.49224956,,6.058501511,0.725857833
0.01,4,0.6,200,1,0.8,5.992731203,0.797583322,5.941313768,,6.059129691,0.72580098
0.01,5,0.8,300,10,0.8,6.656015697,0.75030621,6.201302483,,6.064763153,0.725290872
0.01,3,0.8,300,1,0.6,5.502340774,0.829345243,5.780421821,,6.065180247,0.725253085
0.01,5,0.8,200,3,0.8,6.303532541,0.776053146,6.060635734,,6.07468687,0.724391128
0.01,3,0.6,300,3,0.6,6.467047704,0.764272501,6.084796402,,6.08040763,0.723871781
0.01,4,0.8,200,1,0.8,5.718505001,0.815687086,5.952523949,,6.080600249,0.723854286
0.01,3,0.7,400,10,0.8,6.47884078,0.763410414,5.954784803,,6.081484704,0.723773947
0.01,3,0.9,400,10,0.6,6.464840433,0.764432974,6.095195153,,6.087464279,0.723230485
0.01,6,0.8,300,10,0.8,6.610166068,0.753734344,6.158718562,,6.089714447,0.723025837
0.01,8,0.8,300,10,0.8,6.597798129,0.754655185,6.164487751,,6.092613523,0.722762061
0.01,7,0.8,300,10,0.8,6.600016199,0.754490408,6.166568469,,6.092956214,0.722730873
0.01,5,0.8,200,3,1,5.803398158,0.810185105,5.850274608,,6.097501182,0.722317067
0.01,5,0.9,200,1,0.6,5.700937807,0.816815644,6.167806169,,6.09782098,0.722287939
0.01,6,0.9,300,10,0.8,6.404563683,0.768813164,6.079521983,,6.106670492,0.721481291
0.01,3,0.8,400,10,0.6,6.614330261,0.753414181,6.133719435,,6.109532345,0.721220177
0.01,8,0.9,300,10,0.8,6.390830094,0.769804015,6.079348671,,6.114763759,0.720742551
0.01,7,0.9,300,10,0.8,6.392893239,0.769655517,6.074613094,,6.115457057,0.720679222
0.01,3,0.7,300,3,0.6,6.328697244,0.774250299,6.056912145,,6.116770327,0.720559243
0.01,5,0.9,200,3,1,5.682735266,0.817995905,5.894413502,,6.117811276,0.720464125
0.01,7,0.6,200,3,1,6.083148292,0.791444839,5.847528855,,6.120649122,0.72020473
0.01,3,0.8,300,3,0.6,6.182512862,0.784557172,6.010358486,,6.133271891,0.719049483
0.01,8,0.6,200,3,1,6.074138781,0.792063141,5.836373371,,6.136219273,0.718779393
0.01,8,0.8,300,10,1,6.234402844,0.780939171,5.962231498,,6.139075693,0.718517515
0.01,8,0.7,200,3,0.8,6.375545729,0.770910669,6.094504303,,6.139660748,0.718463861
0.01,3,0.6,400,10,0.8,6.737777983,0.744121717,6.127913871,,6.142929216,0.718164028
0.01,3,0.7,400,10,0.6,6.853491066,0.735265261,6.262331388,,6.143981627,0.718067451
0.01,7,0.7,200,3,0.8,6.382584704,0.77040414,6.090938942,,6.145221325,0.717953666
0.01,8,0.9,300,10,1,6.037344475,0.794566389,5.981879985,,6.145270648,0.717949139
0.01,6,0.6,200,3,1,6.119509273,0.788944152,5.853715554,,6.146595701,0.717827493
0.01,4,0.9,300,10,0.8,6.627664011,0.752427035,6.16146324,,6.148378375,0.717663794
0.01,4,0.9,200,1,0.8,5.629016906,0.821415367,5.98530171,,6.150730458,0.717447736
0.01,7,0.8,300,10,1,6.239580667,0.780575155,5.964640507,,6.150866962,0.717435194
0.01,7,0.9,300,10,1,6.045124875,0.794035635,5.977119812,,6.151912573,0.717339117
0.01,3,0.9,300,3,0.6,6.105481787,0.78989094,6.02105313,,6.153238486,0.717217261
0.01,5,0.7,200,3,1,6.004562615,0.79679666,5.858285195,,6.154580157,0.71709393
0.01,3,0.8,300,5,0.8,6.257464713,0.779305248,5.921235796,,6.154998583,0.717055461
0.01,4,0.6,200,1,1,5.572347413,0.824988438,5.711287065,,6.155806516,0.716981175
0.01,5,0.7,300,10,0.8,6.930624302,0.729280087,6.337570099,,6.16008216,0.716587886
0.01,6,0.7,200,3,0.8,6.413902453,0.768145227,6.097792985,,6.160830637,0.71651901
0.01,4,0.7,200,1,0.8,5.856730315,0.806666346,5.96163239,,6.161002948,0.716503152
0.01,4,0.8,300,10,0.8,6.787982225,0.740306662,6.253289187,,6.162789465,0.716338716
0.01,6,0.8,300,10,1,6.260030225,0.779134281,5.992217182,,6.166128661,0.71603124
0.01,7,0.7,300,10,0.8,6.887637276,0.732627518,6.317972178,,6.171168515,0.715566849
0.01,8,0.7,300,10,0.8,6.886416219,0.732722162,6.317111707,,6.174244754,0.715283207
0.01,6,0.7,300,10,0.8,6.89452966,0.732092361,6.313820762,,6.174939634,0.715219116
0.01,3,0.9,300,3,1,5.635270258,0.821008697,5.872717504,,6.187487623,0.714060544
0.01,6,0.9,300,10,1,6.06989846,0.792344126,5.994149131,,6.188313716,0.713984187
0.01,3,0.7,300,5,0.8,6.42063898,0.767643932,5.983792788,,6.191686764,0.713672306
0.01,3,0.7,400,10,1,6.232832581,0.781031272,5.814729985,,6.193508549,0.713503788
0.01,6,0.7,300,10,1,6.523139619,0.760179121,6.091590264,,6.19700483,0.713180239
0.01,7,0.7,300,10,1,6.510838613,0.761082681,6.073487875,,6.197290406,0.713153803
0.01,5,0.7,200,3,0.8,6.510568748,0.761101428,6.128506365,,6.198845015,0.713009872
0.01,5,0.8,300,10,1,6.32469011,0.77454875,6.04114335,,6.198882148,0.713006434
0.01,8,0.7,300,10,1,6.508293359,0.761269487,6.072161499,,6.199040672,0.712991755
0.01,3,0.9,300,5,0.8,6.173170719,0.785204292,5.952816993,,6.200342376,0.712871208
0.01,5,0.9,300,10,1,6.160401456,0.786106285,6.054997199,,6.213072303,0.711690989
0.01,3,0.8,400,10,1,6.065049088,0.792662783,5.757366404,,6.214573259,0.711551673
0.01,5,0.7,300,10,1,6.572280213,0.756551981,6.124388967,,6.217354542,0.711293429
0.01,3,0.6,300,3,1,5.788274046,0.811154467,5.720639047,,6.218971444,0.711143246
0.01,3,0.6,400,10,0.6,7.123512061,0.71399197,6.385692642,,6.22077904,0.710975305
0.01,4,0.8,200,1,1,5.326464637,0.840092426,5.782501849,,6.226305891,0.710461508
0.01,3,0.7,300,3,1,5.690738897,0.817466016,5.70158025,,6.22652294,0.710441322
0.01,6,0.6,200,3,0.8,6.664535056,0.749673706,6.211402062,,6.227340357,0.71036529
0.01,7,0.6,200,3,0.8,6.645427515,0.751108439,6.225885201,,6.233573243,0.709785215
0.01,3,0.9,400,10,1,5.957255698,0.79996662,5.75307504,,6.238204235,0.709353847
0.01,3,0.8,300,3,1,5.62682659,0.821544411,5.748820744,,6.240077596,0.709179256
0.01,4,0.7,200,1,1,5.453259402,0.832389877,5.759974525,,6.244998067,0.708720435
0.01,5,0.6,200,3,1,6.239845099,0.780561139,5.926795727,,6.253667616,0.707911142
0.01,8,0.6,200,3,0.8,6.640442981,0.751480913,6.226944947,,6.255057887,0.707781258
0.01,5,0.6,200,3,0.8,6.744984028,0.743592139,6.247702309,,6.266541439,0.706707314
0.01,4,0.7,300,10,0.8,7.057722769,0.71926269,6.400643613,,6.268748835,0.706500652
0.01,5,0.9,300,10,0.6,6.962109846,0.72681558,6.469473904,,6.273384602,0.706066404
0.01,4,0.6,200,1,0.6,6.475938281,0.763623025,6.340029438,,6.282237851,0.705236197
0.01,4,0.7,200,1,0.6,6.328531646,0.77426327,6.317553697,,6.283236725,0.705142455
0.01,3,0.6,300,5,0.8,6.59630987,0.754760102,6.041240152,,6.294641124,0.70407112
0.01,3,0.7,300,5,0.6,6.823719137,0.737560636,6.292023249,,6.297533441,0.703799106
0.01,4,0.9,300,10,0.6,7.071430135,0.718168912,6.509254205,,6.305588021,0.703040936
0.01,3,0.9,300,5,0.6,6.525212308,0.760014429,6.152820462,,6.306375551,0.702966754
0.01,3,0.8,300,5,0.6,6.638288303,0.751629253,6.178206334,,6.307167409,0.702892156
0.01,4,0.9,200,1,1,5.269124952,0.843517696,5.923896712,,6.314116463,0.702237106
0.01,3,0.6,300,5,0.6,7.025995898,0.721771928,6.364717794,,6.32303793,0.701395069
0.01,4,0.8,200,1,0.6,6.163478134,0.785886793,6.320999061,,6.338026437,0.699977729
0.01,3,0.6,400,10,1,6.483580589,0.763064988,5.973021391,,6.345818453,0.699239577
0.01,3,0.8,300,5,1,6.058169102,0.793137466,5.877959973,,6.360587359,0.697838001
0.01,4,0.9,200,3,0.8,6.498888632,0.761956408,6.250841969,,6.367938057,0.697139203
0.01,3,0.7,300,5,1,6.174323284,0.785125674,5.866386425,,6.373220886,0.696636489
0.01,5,0.8,300,10,0.6,7.157030567,0.711306533,6.589775384,,6.378393219,0.696143886
0.01,6,0.9,300,10,0.6,6.924850571,0.729732757,6.453036431,,6.379822977,0.696007648
0.01,4,0.8,300,10,1,6.531912156,0.759530827,6.101462311,,6.382178064,0.695783171
0.01,4,0.8,200,3,0.8,6.613396661,0.753499847,6.240328743,,6.383341583,0.695672239
0.01,7,0.9,300,10,0.6,6.914252129,0.730560415,6.444236095,,6.38350673,0.695656492
0.01,8,0.9,300,10,0.6,6.912127771,0.730725875,6.443626825,,6.38374117,0.695634137
